에그번 에듀케이션,,Eggbun is a pioneering company adapting chatbot technology to Education.We built an engaging digitalised tutor that teaches Asian languages to the world and has already received immense support, especially from North America and Southeast Asia.We are fortunate to be supported by leading seed investors from all over the world.We are dedicated to our work, but we also enjoy flexible working schedule and being social such as Wednesday team lunches. We are a product-based startup that thinks over and over about how to deliver the best value to our customers by making awesome educational products.Why don’t you help our tutor bot, Lanny, to offer the languages that learners want to learn and help them learn the in a more enjoyable and engaging way?Why don’t you help the Eggbun Company grow and become recognised worldwide as a premier language learning company?
        
        더 보기,https://www.rocketpunch.com/companies/eggbuneducation%0A,Tech Stacks,Utilities : 서비스 개발 효율을 높이기 위해 사용하는 유틸리티,Unbounce,Mixpanel,Slack,GitHub Pages,Optimizely,Dropbox,Google Drive,Google Analytics,DevOps : 빌드, 테스트, 배포, 모니터링,Xcode,Sublime Text,Git,Bitbucket,GitHub,Business Tools : 사내 협업, 고객 및 외부 채널 관리 툴,Airtable,Asana,google-docs,GrooveHQ,MailChimp,Google Apps,Slack,Application and Data : 개발 언어, 프레임웍, 라이브러리,Heroku,Amazon S3,Amazon EC2,Node.js,JavaScript,Java,PHP
